date,new_cases,reproduction_rate,icu_patients,hosp_patients,new_tests,positive_rate,people_vaccinated,people_fully_vaccinated,new_vaccinations,Lockdown,Variant,Vaccine,GDP_PER_CAPITA,Population,Mortality_Rate
2020-12-19,27249.0,1.37,1412.0,19463.0,440584.0,0.07,0.0,0.0,0.0,0,1,0,39753.244,67886004.0,7.9103197766656e-06
2020-12-20,36084.0,1.41,1442.0,20004.0,433470.0,0.073,675286.0,0.0,0.0,0,1,0,39753.244,67886004.0,4.802168058087496e-06
2020-12-21,33517.0,1.39,1512.0,21133.0,423675.0,0.07400000000000001,0.0,0.0,0.0,1,1,0,39753.244,67886004.0,3.1670740260392995e-06
2020-12-22,36931.0,1.37,1529.0,21488.0,453903.0,0.077,0.0,0.0,0.0,1,1,0,39753.244,67886004.0,1.0178828613921657e-05
2020-12-23,39387.0,1.32,1554.0,21222.0,509507.0,0.077,0.0,0.0,0.0,1,1,0,39753.244,67886004.0,1.1018471495243703e-05
2020-12-24,39149.0,1.26,1607.0,21577.0,463123.0,0.077,0.0,0.0,0.0,1,1,0,39753.244,67886004.0,8.470081697546963e-06
2020-12-25,32803.0,1.21,1616.0,20918.0,339024.0,0.08,0.0,0.0,0.0,1,1,0,39753.244,67886004.0,8.396428813220469e-06
2020-12-26,34788.0,1.22,1682.0,21730.0,269876.0,0.087,0.0,0.0,0.0,1,1,0,39753.244,67886004.0,3.1081517185781035e-06
2020-12-27,32493.0,1.25,1751.0,22764.0,352702.0,0.086,1005073.0,0.0,0.0,1,1,0,39753.244,67886004.0,5.111510172258776e-06
2020-12-28,41460.0,1.32,1847.0,24049.0,357238.0,0.091,0.0,0.0,0.0,1,1,0,39753.244,67886004.0,5.258815940911768e-06
2020-12-29,53275.0,1.38,1939.0,25549.0,344775.0,0.10099999999999999,0.0,0.0,0.0,1,1,0,39753.244,67886004.0,6.7466042043069736e-06
2020-12-30,50239.0,1.36,2066.0,26551.0,420492.0,0.10800000000000001,0.0,0.0,0.0,1,1,0,39753.244,67886004.0,1.4465426481723685e-05
2020-12-31,56029.0,1.35,2122.0,26578.0,482473.0,0.113,0.0,0.0,0.0,1,1,0,39753.244,67886004.0,1.42150066750136e-05
2021-01-01,53458.0,1.33,2162.0,26389.0,422804.0,0.11699999999999999,0.0,0.0,0.0,1,1,0,39753.244,67886004.0,9.059304772158927e-06
2021-01-02,57853.0,1.32,2256.0,27561.0,411523.0,0.11900000000000001,0.0,0.0,0.0,1,1,0,39753.244,67886004.0,6.5551067050580855e-06
2021-01-03,55157.0,1.3,2420.0,29033.0,428770.0,0.127,1380430.0,0.0,0.0,1,1,0,39753.244,67886004.0,6.702412473711076e-06
2021-01-04,58923.0,1.28,2560.0,30775.0,464611.0,0.128,0.0,0.0,0.0,1,1,0,39753.244,67886004.0,6.039536514772618e-06
2021-01-05,61087.0,1.25,2645.0,30686.0,498624.0,0.124,0.0,0.0,0.0,1,1,0,39753.244,67886004.0,1.297763821832848e-05
2021-01-06,62556.0,1.19,2821.0,31946.0,557441.0,0.122,0.0,0.0,0.0,1,1,0,39753.244,67886004.0,1.534926109364163e-05
2021-01-07,52787.0,1.14,2929.0,32583.0,619941.0,0.11699999999999999,0.0,0.0,0.0,1,1,0,39753.244,67886004.0,1.7116930317477518e-05
2021-01-08,68192.0,1.12,3098.0,33778.0,680215.0,0.11199999999999999,0.0,0.0,0.0,1,1,0,39753.244,67886004.0,1.9635858961443657e-05
2021-01-09,60098.0,1.09,3145.0,34032.0,567302.0,0.10800000000000001,0.0,0.0,0.0,1,1,0,39753.244,67886004.0,1.5246147055584536e-05
2021-01-10,55026.0,1.04,3264.0,35391.0,485874.0,0.107,2286572.0,391399.0,0.0,1,1,1,39753.244,67886004.0,8.352237082624571e-06
2021-01-11,46275.0,0.98,3363.0,36751.0,536947.0,0.102,2431648.0,412167.0,165844.0,1,1,1,39753.244,67886004.0,7.792475161743207e-06
2021-01-12,45648.0,0.94,3496.0,36981.0,584760.0,0.096,2639309.0,428232.0,223726.0,1,1,1,39753.244,67886004.0,1.8354298774162638e-05
2021-01-13,47662.0,0.91,3626.0,37487.0,628556.0,0.09,2918252.0,437977.0,288688.0,1,1,1,39753.244,67886004.0,2.309754452478894e-05
2021-01-14,48804.0,0.9,3672.0,37691.0,695148.0,0.08800000000000001,3234946.0,443234.0,321951.0,1,1,1,39753.244,67886004.0,1.8457412812219734e-05
2021-01-15,55885.0,0.89,3789.0,38132.0,596727.0,0.086,3576263.0,447442.0,345525.0,1,1,1,39753.244,67886004.0,1.8928791271909302e-05
2021-01-16,41428.0,0.86,3854.0,37715.0,491137.0,0.083,3872394.0,450062.0,298751.0,1,1,1,39753.244,67886004.0,1.913501934802349e-05
2021-01-17,38670.0,0.84,3871.0,38169.0,417329.0,0.081,4062501.0,452301.0,192346.0,1,1,1,39753.244,67886004.0,1.0046253422133964e-05
2021-01-18,37610.0,0.83,3916.0,39254.0,556689.0,0.078,4266577.0,456866.0,208641.0,1,1,1,39753.244,67886004.0,8.867807272910039e-06
2021-01-19,33454.0,0.81,3947.0,38846.0,579194.0,0.075,4609740.0,460625.0,346922.0,1,1,1,39753.244,67886004.0,2.3745689906862098e-05
2021-01-20,38992.0,0.81,3953.0,38739.0,640856.0,0.07200000000000001,4973248.0,464036.0,366919.0,1,1,1,39753.244,67886004.0,2.68980333560361e-05
2021-01-21,37977.0,0.8,3960.0,38059.0,665330.0,0.07,5383103.0,466796.0,412615.0,1,1,1,39753.244,67886004.0,1.909082761742759e-05
2021-01-22,40321.0,0.78,4076.0,38257.0,629416.0,0.065,5861351.0,468617.0,480069.0,1,1,1,39753.244,67886004.0,2.0637538188283993e-05
2021-01-23,33652.0,0.77,4066.0,37398.0,484485.0,0.064,6353321.0,469660.0,493013.0,1,1,1,39753.244,67886004.0,1.991573992188434e-05
2021-01-24,30111.0,0.74,4077.0,37730.0,412204.0,0.062,6573570.0,470478.0,221067.0,1,1,1,39753.244,67886004.0,9.00038246469773e-06
2021-01-25,22244.0,0.71,4032.0,37756.0,542893.0,0.057999999999999996,6853327.0,472446.0,281725.0,1,1,1,39753.244,67886004.0,8.749962657987647e-06
2021-01-26,20167.0,0.7,3961.0,37101.0,596845.0,0.055,7164387.0,474156.0,312770.0,1,1,1,39753.244,67886004.0,2.4099223751629276e-05
2021-01-27,25369.0,0.71,3937.0,35513.0,771710.0,0.05,7476765.0,476485.0,314707.0,1,1,1,39753.244,67886004.0,2.542497566950619e-05
2021-01-28,28811.0,0.73,3918.0,34909.0,753031.0,0.047,7891184.0,478254.0,416188.0,1,1,1,39753.244,67886004.0,1.8251184736105545e-05
2021-01-29,29145.0,0.74,3832.0,33847.0,662675.0,0.044000000000000004,8378940.0,480432.0,489934.0,1,1,1,39753.244,67886004.0,1.8383759927893236e-05
2021-01-30,23400.0,0.73,3806.0,33015.0,439006.0,0.042,8977329.0,491053.0,609010.0,1,1,1,39753.244,67886004.0,1.775034512268538e-05
2021-01-31,21190.0,0.72,3687.0,32587.0,574012.0,0.038,9296367.0,494209.0,322194.0,1,1,1,39753.244,67886004.0,8.69104035052645e-06
2021-02-01,18668.0,0.72,3726.0,32961.0,643204.0,0.036000000000000004,9646715.0,496796.0,352935.0,1,1,1,39753.244,67886004.0,5.9953447841767206e-06
2021-02-02,16906.0,0.71,3635.0,31767.0,606382.0,0.036000000000000004,10021471.0,498962.0,376922.0,1,1,1,39753.244,67886004.0,2.1374067031548947e-05
2021-02-03,19215.0,0.71,3628.0,30605.0,801949.0,0.034,10490487.0,501957.0,472011.0,1,1,1,39753.244,67886004.0,1.9473822615925368e-05
2021-02-04,20734.0,0.71,3572.0,29414.0,783851.0,0.032,10971047.0,505993.0,484596.0,1,1,1,39753.244,67886004.0,1.3478477831748648e-05
2021-02-05,19204.0,0.71,3505.0,28384.0,671585.0,0.03,11465210.0,510057.0,498227.0,1,1,1,39753.244,67886004.0,1.4951535518278554e-05
2021-02-06,18363.0,0.72,3373.0,26915.0,454008.0,0.028999999999999998,12015018.0,511719.0,551470.0,1,1,1,39753.244,67886004.0,1.2196917644467628e-05
2021-02-07,15904.0,0.72,3302.0,26801.0,584933.0,0.027000000000000003,12294006.0,512581.0,279850.0,1,1,1,39753.244,67886004.0,5.538696901352449e-06
2021-02-08,14138.0,0.71,3230.0,26744.0,616718.0,0.027000000000000003,12646486.0,516392.0,356291.0,1,1,1,39753.244,67886004.0,4.90528209614459e-06
2021-02-09,12441.0,0.69,3164.0,25689.0,579266.0,0.026000000000000002,13058298.0,519553.0,414973.0,1,1,1,39753.244,67886004.0,1.549656686229462e-05
2021-02-10,13077.0,0.68,3132.0,24417.0,763311.0,0.025,13509108.0,524447.0,455704.0,1,1,1,39753.244,67886004.0,1.4760038019029666e-05
2021-02-11,13543.0,0.69,3036.0,23411.0,730223.0,0.023,14012224.0,530094.0,508763.0,1,1,1,39753.244,67886004.0,1.0016792268403367e-05
2021-02-12,15198.0,0.71,2943.0,22324.0,626243.0,0.023,14556827.0,534869.0,549378.0,1,1,1,39753.244,67886004.0,1.1180507840761993e-05
2021-02-13,13355.0,0.72,2842.0,20970.0,403600.0,0.022000000000000002,15062189.0,537715.0,508208.0,1,1,1,39753.244,67886004.0,9.147688233350722e-06
2021-02-14,10991.0,0.73,2851.0,21054.0,401786.0,0.022000000000000002,15300151.0,539630.0,239877.0,1,1,1,39753.244,67886004.0,3.8152194081124585e-06
2021-02-15,9776.0,0.73,2805.0,20994.0,457144.0,0.021,15576107.0,546165.0,282491.0,1,1,1,39753.244,67886004.0,3.461685563345281e-06
2021-02-16,10636.0,0.75,2708.0,20215.0,488578.0,0.021,15940972.0,558577.0,377277.0,1,1,1,39753.244,67886004.0,1.1769730915373955e-05
2021-02-17,12760.0,0.77,2614.0,19449.0,578844.0,0.022000000000000002,16423082.0,573724.0,497257.0,1,1,1,39753.244,67886004.0,1.0871165726590713e-05
2021-02-18,12095.0,0.77,2535.0,18522.0,560400.0,0.023,16875536.0,589591.0,468321.0,1,1,1,39753.244,67886004.0,6.702412473711076e-06
2021-02-19,12099.0,0.78,2469.0,17860.0,521230.0,0.023,17247442.0,604885.0,387200.0,1,1,1,39753.244,67886004.0,7.851397469204403e-06
2021-02-20,10453.0,0.79,2358.0,17042.0,408118.0,0.022000000000000002,17582121.0,615148.0,344942.0,1,1,1,39753.244,67886004.0,6.569837281923385e-06
2021-02-21,9835.0,0.8,2329.0,16857.0,590591.0,0.021,17723840.0,624325.0,150896.0,1,1,1,39753.244,67886004.0,3.196535179769898e-06
2021-02-22,10659.0,0.8,2273.0,16855.0,670560.0,0.02,17916181.0,642788.0,210804.0,1,1,1,39753.244,67886004.0,2.622042682023234e-06
2021-02-23,8523.0,0.78,2149.0,16115.0,594629.0,0.019,18242873.0,669105.0,353009.0,1,1,1,39753.244,67886004.0,8.07235612218389e-06
2021-02-24,9947.0,0.76,2118.0,15534.0,740717.0,0.017,18691835.0,700718.0,480575.0,1,1,1,39753.244,67886004.0,6.525645551327487e-06
2021-02-25,10020.0,0.74,2047.0,14849.0,731410.0,0.016,19177555.0,736037.0,521039.0,1,1,1,39753.244,67886004.0,4.772706904356898e-06
2021-02-26,8588.0,0.72,1971.0,14077.0,604745.0,0.015,19682048.0,768810.0,537266.0,1,1,1,39753.244,67886004.0,5.082049018528179e-06
2021-02-27,7457.0,0.7,1903.0,13269.0,383946.0,0.013999999999999999,20089551.0,796132.0,434825.0,1,1,1,39753.244,67886004.0,4.286597867802029e-06
2021-02-28,6055.0,0.69,1783.0,12788.0,526679.0,0.013999999999999999,20275451.0,815816.0,205584.0,1,1,1,39753.244,67886004.0,2.1212030686030657e-06
2021-03-01,5462.0,0.69,1806.0,12894.0,727972.0,0.012,20478619.0,844098.0,231450.0,1,1,1,39753.244,67886004.0,1.5319799939911032e-06
2021-03-02,6411.0,0.7,1709.0,12139.0,675543.0,0.012,20703615.0,895412.0,276310.0,1,1,1,39753.244,67886004.0,5.05258786479758e-06
2021-03-03,6420.0,0.7,1647.0,11523.0,863658.0,0.011000000000000001,20982571.0,963862.0,347406.0,1,1,1,39753.244,67886004.0,7.1737909334006464e-06
2021-03-04,6644.0,0.71,1589.0,10933.0,992812.0,0.009000000000000001,21358815.0,1034068.0,446450.0,1,1,1,39753.244,67886004.0,3.5647996014023744e-06
2021-03-05,6024.0,0.72,1542.0,10312.0,953671.0,0.008,21796278.0,1090840.0,494235.0,1,1,1,39753.244,67886004.0,3.47641614021058e-06
2021-03-06,6118.0,0.75,1449.0,9711.0,452750.0,0.008,22213112.0,1122402.0,448396.0,1,1,1,39753.244,67886004.0,2.3421617215825517e-06
2021-03-07,5260.0,0.77,1394.0,9459.0,805744.0,0.006999999999999999,22377255.0,1142643.0,184384.0,1,1,1,39753.244,67886004.0,1.2079073029545237e-06
2021-03-08,4823.0,0.79,1356.0,9474.0,1529525.0,0.006,22592528.0,1181431.0,254061.0,1,1,1,39753.244,67886004.0,9.574874962444394e-07
2021-03-09,5869.0,0.82,1292.0,9009.0,1374579.0,0.006,22809829.0,1254353.0,290223.0,1,1,1,39753.244,67886004.0,3.4027632558840848e-06
2021-03-10,6021.0,0.85,1236.0,8436.0,1554080.0,0.005,23053716.0,1351515.0,341049.0,1,1,1,39753.244,67886004.0,2.798809604406823e-06
2021-03-11,6835.0,0.87,1192.0,8066.0,1614145.0,0.005,23314525.0,1445078.0,354372.0,1,1,1,39753.244,67886004.0,2.6662344126191314e-06
2021-03-12,6684.0,0.88,1110.0,7728.0,1402203.0,0.004,23684103.0,1532754.0,457254.0,1,1,1,39753.244,67886004.0,2.592581528292636e-06
2021-03-13,5617.0,0.87,1087.0,7384.0,437958.0,0.004,24196211.0,1584909.0,564263.0,1,1,1,39753.244,67886004.0,1.7971303775664864e-06
2021-03-14,4695.0,0.87,1049.0,7315.0,965127.0,0.004,24453221.0,1610280.0,282381.0,1,1,1,39753.244,67886004.0,7.659899969955516e-07
2021-03-15,5130.0,0.88,1016.0,7207.0,1573774.0,0.004,24839906.0,1663646.0,440051.0,1,1,1,39753.244,67886004.0,9.427569193791403e-07
2021-03-16,5363.0,0.89,968.0,6847.0,1319784.0,0.004,25273226.0,1759445.0,529119.0,1,1,1,39753.244,67886004.0,1.6203634551828976e-06
2021-03-17,5793.0,0.9,925.0,6585.0,1635141.0,0.004,25735472.0,1879054.0,581855.0,1,1,1,39753.244,67886004.0,2.0770113380071685e-06
2021-03-18,6332.0,0.9,879.0,6150.0,1437257.0,0.004,26263732.0,2011070.0,660276.0,1,1,1,39753.244,67886004.0,1.3994048022034115e-06
2021-03-19,4872.0,0.9,830.0,5880.0,933234.0,0.004,26878662.0,2136795.0,740655.0,1,1,1,39753.244,67886004.0,1.4730576865299067e-06
2021-03-20,5639.0,0.94,787.0,5567.0,473050.0,0.004,27630970.0,2228772.0,844285.0,1,1,1,39753.244,67886004.0,1.4141353790687105e-06
2021-03-21,5356.0,0.96,768.0,5448.0,1893830.0,0.004,27997976.0,2281384.0,419618.0,1,1,1,39753.244,67886004.0,5.008396134201683e-07
2021-03-22,5407.0,0.96,748.0,5431.0,1191048.0,0.004,28327873.0,2363684.0,412197.0,1,1,1,39753.244,67886004.0,2.651503835753832e-07
2021-03-23,5417.0,0.96,711.0,5150.0,839954.0,0.004,28653523.0,2532839.0,494805.0,1,1,1,39753.244,67886004.0,1.6498246089134956e-06
2021-03-24,5626.0,0.95,682.0,4880.0,1813842.0,0.004,28991188.0,2775481.0,580307.0,1,1,1,39753.244,67886004.0,1.4435965327993087e-06
2021-03-25,6277.0,0.94,630.0,4583.0,1275285.0,0.004,29316130.0,3009863.0,559324.0,1,1,1,39753.244,67886004.0,9.280263425138413e-07
2021-03-26,6235.0,0.92,615.0,4485.0,722814.0,0.005,29727435.0,3293517.0,694959.0,1,1,1,39753.244,67886004.0,1.0458709574362338e-06
2021-03-27,3909.0,0.87,594.0,4435.0,471328.0,0.004,30151736.0,3532378.0,663162.0,1,1,1,39753.244,67886004.0,8.54373458187346e-07
2021-03-28,3947.0,0.85,582.0,4184.0,1641942.0,0.004,30445284.0,3679972.0,441142.0,1,1,1,39753.244,67886004.0,3.093421141712804e-07
2021-03-29,4783.0,0.84,583.0,4196.0,972317.0,0.004,30682093.0,3848202.0,405039.0,1,1,1,39753.244,67886004.0,3.388032679018786e-07
2021-03-30,4071.0,0.81,568.0,3975.0,695477.0,0.004,30908010.0,4125884.0,503599.0,1,1,1,39753.244,67886004.0,8.101817275914488e-07
2021-03-31,4115.0,0.79,547.0,3741.0,1266685.0,0.004,31147444.0,4513458.0,627008.0,1,1,1,39753.244,67886004.0,6.334148052078599e-07
2021-04-01,4565.0,0.76,517.0,3556.0,953206.0,0.004,31318262.0,4958874.0,616234.0,1,1,1,39753.244,67886004.0,7.512594201302525e-07
2021-04-02,3422.0,0.74,485.0,3375.0,555613.0,0.004,31425682.0,5205505.0,354051.0,1,1,1,39753.244,67886004.0,7.659899969955516e-07
2021-04-03,3424.0,0.74,478.0,3243.0,405634.0,0.004,31533568.0,5384418.0,286799.0,1,1,1,39753.244,67886004.0,1.4730576865299068e-07
2021-04-04,2405.0,0.72,469.0,3228.0,813693.0,0.004,31581623.0,5432126.0,95763.0,1,1,1,39753.244,67886004.0,1.4730576865299068e-07
2021-04-05,2831.0,0.7,461.0,3254.0,741323.0,0.004,31622367.0,5496716.0,105334.0,1,1,1,39753.244,67886004.0,4.124561522283739e-07
2021-04-06,2404.0,0.71,453.0,3142.0,631846.0,0.004,31707594.0,5683509.0,272020.0,1,1,1,39753.244,67886004.0,2.9461153730598137e-07
2021-04-07,2797.0,0.73,440.0,3018.0,1034088.0,0.004,31807124.0,6091905.0,507926.0,1,1,1,39753.244,67886004.0,6.62875958938458e-07
2021-04-08,3124.0,0.76,421.0,2871.0,931579.0,0.004,31903366.0,6541174.0,545511.0,1,1,1,39753.244,67886004.0,7.807205738608506e-07
2021-04-09,-4787.0,0.8,405.0,2792.0,676307.0,0.002,32010244.0,6991310.0,557014.0,1,1,1,39753.244,67886004.0,8.838346119179441e-07
2021-04-10,2713.0,0.84,385.0,2649.0,482153.0,0.002,32121353.0,7466540.0,586339.0,1,1,1,39753.244,67886004.0,5.892230746119627e-07
2021-04-11,1730.0,0.88,385.0,2548.0,1218037.0,0.002,32190576.0,7656205.0,258888.0,1,1,1,39753.244,67886004.0,1.0311403805709347e-07
2021-04-12,3686.0,0.93,377.0,2491.0,874399.0,0.002,32250481.0,7857396.0,261096.0,1,1,1,39753.244,67886004.0,2.2095865297948603e-07
2021-04-13,2505.0,0.91,370.0,2407.0,679109.0,0.002,32326604.0,8170081.0,388808.0,1,1,1,39753.244,67886004.0,3.388032679018786e-07
2021-04-14,2529.0,0.9,351.0,2294.0,1162840.0,0.002,32444439.0,8513864.0,461618.0,1,1,1,39753.244,67886004.0,5.597619208813646e-07
2021-04-15,2766.0,0.89,329.0,2194.0,988311.0,0.002,32574221.0,8931547.0,547465.0,1,1,1,39753.244,67886004.0,4.566478828242711e-07
2021-04-16,2807.0,0.9,332.0,2139.0,681887.0,0.003,32709778.0,9431211.0,635221.0,1,1,1,39753.244,67886004.0,5.008396134201683e-07
2021-04-17,2273.0,0.91,323.0,2034.0,492826.0,0.003,32849223.0,9930846.0,639080.0,1,1,1,39753.244,67886004.0,5.303007671507664e-07
2021-04-18,1884.0,0.94,311.0,1982.0,1673788.0,0.003,32932448.0,10152039.0,304418.0,0,1,1,39753.244,67886004.0,1.4730576865299068e-07
2021-04-19,3054.0,0.96,318.0,2006.0,1041368.0,0.002,33032120.0,10425790.0,373423.0,0,1,1,39753.244,67886004.0,8.838346119179441e-08
2021-04-20,2530.0,0.95,300.0,1925.0,730210.0,0.002,33139742.0,10775817.0,457649.0,0,1,1,39753.244,67886004.0,4.861090365548692e-07
2021-04-21,2424.0,0.93,276.0,1892.0,1371393.0,0.002,33257651.0,11192601.0,534693.0,0,1,1,39753.244,67886004.0,2.9461153730598137e-07
2021-04-22,2766.0,0.92,261.0,1790.0,1111876.0,0.002,33388637.0,11623671.0,562056.0,0,1,1,39753.244,67886004.0,2.9461153730598137e-07
2021-04-23,2754.0,0.92,243.0,1748.0,722997.0,0.002,33524423.0,12088686.0,600801.0,0,1,1,39753.244,67886004.0,6.039536514772618e-07
2021-04-24,2122.0,0.91,240.0,1672.0,502663.0,0.002,33673190.0,12636322.0,696403.0,0,1,1,39753.244,67886004.0,4.7137845968957016e-07
2021-04-25,1733.0,0.91,231.0,1625.0,1477709.0,0.002,33752885.0,12897123.0,340496.0,0,1,1,39753.244,67886004.0,1.6203634551828976e-07
2021-04-26,2119.0,0.91,227.0,1648.0,1034181.0,0.002,33843580.0,13201811.0,395383.0,0,1,1,39753.244,67886004.0,1.0311403805709347e-07
2021-04-27,2697.0,0.93,214.0,1571.0,730262.0,0.002,33959908.0,13581076.0,495593.0,0,1,1,39753.244,67886004.0,2.5041980671008416e-07
2021-04-28,2131.0,0.91,208.0,1514.0,1360719.0,0.002,34094048.0,14043961.0,597025.0,0,1,1,39753.244,67886004.0,4.27186729093673e-07
2021-04-29,2459.0,0.9,196.0,1463.0,1072576.0,0.002,34216616.0,14535528.0,614135.0,0,1,1,39753.244,67886004.0,3.682644216324767e-07
2021-04-30,2397.0,0.89,185.0,1365.0,667686.0,0.002,34362205.0,14957313.0,567374.0,0,1,1,39753.244,67886004.0,2.3568922984478508e-07
2021-05-01,1911.0,0.89,188.0,1285.0,485640.0,0.002,34505380.0,15329617.0,515479.0,0,1,1,39753.244,67886004.0,1.0311403805709347e-07
2021-05-02,1674.0,0.89,196.0,1283.0,832918.0,0.002,34595304.0,15502508.0,262815.0,0,1,1,39753.244,67886004.0,2.0622807611418695e-07
2021-05-03,1674.0,0.89,187.0,1301.0,1069724.0,0.002,34667904.0,15630007.0,200099.0,0,1,1,39753.244,67886004.0,1.4730576865299067e-08
2021-05-04,1984.0,0.92,181.0,1293.0,860368.0,0.002,34795074.0,15887493.0,384656.0,0,1,1,39753.244,67886004.0,8.838346119179441e-08
2021-05-05,2155.0,0.96,182.0,1236.0,1214689.0,0.002,34934171.0,16291719.0,543323.0,0,1,1,39753.244,67886004.0,3.9772557536307484e-07
2021-05-06,2618.0,0.99,163.0,1157.0,1067566.0,0.002,35069641.0,16764720.0,608471.0,0,1,1,39753.244,67886004.0,1.914974992488879e-07
2021-05-07,2490.0,1.0,159.0,1154.0,708935.0,0.002,35202642.0,17230542.0,598823.0,0,1,1,39753.244,67886004.0,2.2095865297948603e-07
2021-05-08,2056.0,1.01,151.0,1135.0,490546.0,0.002,35371669.0,17669379.0,607864.0,0,1,1,39753.244,67886004.0,7.365288432649534e-08
2021-05-09,1770.0,1.03,144.0,1116.0,1322338.0,0.002,35472295.0,17856550.0,287797.0,0,1,1,39753.244,67886004.0,2.9461153730598135e-08
2021-05-10,2378.0,1.05,149.0,1127.0,955467.0,0.002,35587348.0,18088385.0,346888.0,0,1,1,39753.244,67886004.0,7.365288432649534e-08
2021-05-11,2490.0,1.05,138.0,1104.0,711104.0,0.002,35722461.0,18438532.0,485260.0,0,1,1,39753.244,67886004.0,2.9461153730598137e-07
2021-05-12,2296.0,1.02,136.0,1066.0,1184941.0,0.002,35906671.0,18890969.0,636647.0,0,1,1,39753.244,67886004.0,1.6203634551828976e-07
2021-05-13,2663.0,1.0,129.0,999.0,982881.0,0.004,36115955.0,19319010.0,637325.0,0,1,1,39753.244,67886004.0,1.6203634551828976e-07
2021-05-14,2198.0,0.98,124.0,974.0,674608.0,0.004,36336023.0,19712412.0,613470.0,0,2,1,39753.244,67886004.0,2.651503835753832e-07
2021-05-15,2060.0,1.0,121.0,964.0,460202.0,0.004,36573354.0,20103658.0,628577.0,0,2,1,39753.244,67886004.0,1.0311403805709347e-07
2021-05-16,1926.0,1.02,123.0,939.0,1086443.0,0.004,36704672.0,20287403.0,315063.0,0,2,1,39753.244,67886004.0,5.892230746119627e-08
2021-05-17,1993.0,1.04,125.0,941.0,967126.0,0.004,36811405.0,20546452.0,365782.0,0,2,1,39753.244,67886004.0,7.365288432649534e-08
2021-05-18,-2362.0,1.08,124.0,896.0,732012.0,0.003,36985505.0,20870453.0,498101.0,0,2,1,39753.244,67886004.0,1.0311403805709347e-07
2021-05-19,2146.0,1.12,122.0,916.0,1180660.0,0.002,37250363.0,21239471.0,633876.0,0,2,1,39753.244,67886004.0,4.4191730595897204e-08
2021-05-20,2699.0,1.16,123.0,910.0,982099.0,0.002,37518614.0,21659783.0,688563.0,0,2,1,39753.244,67886004.0,1.0311403805709347e-07
2021-05-21,2708.0,1.18,124.0,920.0,715414.0,0.002,37738271.0,22086466.0,646340.0,0,2,1,39753.244,67886004.0,1.325751917876916e-07
2021-05-22,2524.0,1.2,123.0,885.0,499089.0,0.002,37943681.0,22643417.0,762361.0,0,2,1,39753.244,67886004.0,8.838346119179441e-08
2021-05-23,2093.0,1.19,120.0,922.0,1165801.0,0.002,38070038.0,22895556.0,378496.0,0,2,1,39753.244,67886004.0,7.365288432649534e-08
2021-05-24,2370.0,1.2,121.0,958.0,946830.0,0.002,38192417.0,23228511.0,455334.0,0,2,1,39753.244,67886004.0,4.4191730595897204e-08
2021-05-25,2417.0,1.22,128.0,919.0,741912.0,0.002,38378564.0,23616498.0,574134.0,0,2,1,39753.244,67886004.0,2.2095865297948603e-07
2021-05-26,2991.0,1.25,125.0,893.0,1132061.0,0.003,38614683.0,24043956.0,663577.0,0,2,1,39753.244,67886004.0,1.325751917876916e-07
2021-05-27,3384.0,1.28,120.0,870.0,959007.0,0.003,38871200.0,24478052.0,690613.0,0,2,1,39753.244,67886004.0,1.4730576865299068e-07
2021-05-28,4030.0,1.31,124.0,883.0,679217.0,0.003,39075642.0,24914003.0,640393.0,0,2,1,39753.244,67886004.0,1.4730576865299068e-07
2021-05-29,3241.0,1.3,119.0,884.0,488274.0,0.003,39259168.0,25332851.0,602374.0,0,2,1,39753.244,67886004.0,1.0311403805709347e-07
2021-05-30,3114.0,1.3,124.0,904.0,625777.0,0.004,39384055.0,25539173.0,331209.0,0,2,1,39753.244,67886004.0,8.838346119179441e-08
2021-05-31,3294.0,1.3,122.0,926.0,602019.0,0.004,39477158.0,25734719.0,288649.0,0,2,1,39753.244,67886004.0,2.9461153730598135e-08
2021-06-01,3102.0,1.32,136.0,927.0,664849.0,0.004,39585665.0,26073284.0,447072.0,0,2,1,39753.244,67886004.0,0.0
2021-06-02,4264.0,1.37,129.0,958.0,854697.0,0.005,39758428.0,26422303.0,521782.0,0,2,1,39753.244,67886004.0,1.7676692238358882e-07
2021-06-03,5181.0,1.44,134.0,935.0,806272.0,0.005,39949694.0,26799944.0,568907.0,0,2,1,39753.244,67886004.0,2.651503835753832e-07
2021-06-04,6144.0,1.48,130.0,962.0,670715.0,0.006,40129618.0,27187975.0,567955.0,0,2,1,39753.244,67886004.0,1.6203634551828976e-07
2021-06-05,5655.0,1.48,135.0,935.0,488842.0,0.006,40333231.0,27661353.0,676991.0,0,2,1,39753.244,67886004.0,1.914974992488879e-07
2021-06-06,5225.0,1.46,145.0,961.0,1242068.0,0.006,40460576.0,27921294.0,387286.0,0,2,1,39753.244,67886004.0,5.892230746119627e-08
2021-06-07,5597.0,1.44,148.0,1032.0,928425.0,0.006,40573517.0,28227362.0,419009.0,0,2,1,39753.244,67886004.0,1.4730576865299067e-08
2021-06-08,5973.0,1.42,154.0,1054.0,727274.0,0.006,40710319.0,28540844.0,450284.0,0,2,1,39753.244,67886004.0,2.0622807611418695e-07
2021-06-09,7322.0,1.4,159.0,1061.0,1085999.0,0.006,40886878.0,28857102.0,492817.0,0,2,1,39753.244,67886004.0,8.838346119179441e-08
